1,000000064096,2020,6
2,000000064096,2020,6
3,001691038090,2020,6
4,000240442026,2020,3
5,000240442026,2020,4
6,000240442026,2020,5
7,000240442026,2020,6
8,002639900044,2020,6
9,001546634098,2020,6
10,002403904160,2020,6
11,001771996144,2020,6
12,001098744100,2020,6
13,002320792060,2020,6
14,001569894066,2020,6
15,000539106108,2020,6
16,000736438080,2020,6
17,000065846106,2020,6
18,002400100018,2020,6
19,001674864152,2020,6
20,000503904084,2020,6
21,000412878034,2020,6
22,000164966056,2020,6
23,000576036148,2020,6
25,000016308070,2020,6
26,000728112078,2020,6
27,002157898132,2020,6
28,000182378126,2020,6
29,002287030036,2020,6
30,000656834066,2020,6
31,000555982034,2020,6
32,000147220066,2020,6
33,000569640094,2020,6
34,002174258128,2020,6
35,000712398142,2020,6
36,000202202022,2020,6
37,000585754142,2020,6
38,002315746020,2020,6
39,000002216084,2020,6
40,001395242046,2020,6
41,002579558098,2020,6
42,000098038108,2020,6
43,001789182104,2020,6
44,001375276016,2020,6
45,000064332150,2020,6
46,000248128114,2020,6
47,000713098074,2020,6
48,001093124102,2020,6
49,000100996008,2020,6
50,000935392022,2020,6
51,000087402126,2020,6
52,000842704110,2020,6
53,000677632034,2020,6
54,000618206046,2020,6
55,000429908036,2020,6
56,001987788146,2020,6
57,001967848038,2020,6
58,001398998020,2020,6
59,002309336054,2020,6
60,002181618152,2020,6
61,000376390148,2020,6
62,000356250116,2020,6
63,000935746024,2020,6
64,001848020110,2020,6
65,001251014140,2020,6
66,002100576080,2020,6
67,000741548034,2020,6
68,001760262152,2020,6
69,001944558080,2020,6
70,000778942054,2020,6
71,001615334134,2020,6
72,000006680152,2020,6
73,001527796132,2020,6
74,000762418142,2020,6
75,000697754042,2020,6
76,001534356152,2020,6
77,002150528008,2020,6
78,002140858158,2020,6
79,002410654018,2020,6
80,000107456040,2020,6
81,001776408044,2020,6
82,002583296054,2020,6
83,002411160064,2020,6
84,001364136066,2020,6
85,002332424080,2020,6
86,001776306048,2020,6
87,000378402058,2020,6
88,000013952046,2020,6
89,000020342152,2020,6
90,000039890106,2020,6
91,001187132064,2020,6
92,002641582124,2020,6
93,002437398074,2020,6
94,002156800148,2020,6
95,002373498154,2020,6
96,002289466094,2020,6
97,002147158074,2020,6
98,000273670158,2020,6
100,002160736058,2020,6
101,002303262048,2020,6
102,002298288036,2020,6
103,000192704142,2020,6
104,002173896010,2020,6
105,000808386144,2020,6
106,001846992138,2020,6
107,001116940098,2020,6
108,002411218094,2020,6
109,002375680088,2020,6
110,002297034158,2020,6
111,000357772144,2020,6
112,000846682080,2020,6
114,001257804024,2020,6
115,001254558050,2020,6
116,002275812018,2020,6
117,001072280090,2020,6
118,000938130114,2020,6
119,002101320112,2020,6
120,000937638088,2020,6
121,001255750118,2020,6
122,000689240102,2020,6
123,001270784136,2020,6
124,001849264036,2020,6
125,000935296128,2020,6
126,002105808042,2020,6
127,002100034120,2020,6
128,001272338078,2020,6
129,001848104082,2020,6
130,001848274016,2020,6
131,002104076158,2020,6
132,000544454068,2020,6
133,002304796062,2020,6
134,001309950024,2020,6
135,000192704142,2020,7
136,002140858158,2020,7
137,000712398142,2020,7
138,002174258128,2020,7
139,000555982034,2020,7
140,000064332150,2020,7
141,001375276016,2020,7
142,002173896010,2020,7
